person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
28,10.60905725309463,0.0,3,9.392661928770137,12.23,0,0.3,1,5,1,0,0,0,0,0,0,1
28,10.645424897265505,5.0,2,8.476371196895983,12.42,0,0.11,0,9,0,0,1,0,0,1,0,0
27,10.691944912900398,6.0,1,8.476371196895983,7.51,0,0.11,0,10,0,0,1,0,0,0,0,1
28,10.547969561114792,6.0,2,8.476371196895983,9.63,1,0.13,0,10,0,0,1,1,0,0,0,0
29,10.60905725309463,0.0,1,8.699514748210191,8.38,0,0.15,0,8,1,0,0,0,1,0,0,0
27,10.610537638265065,8.0,1,8.006367567650246,7.29,0,0.07,0,8,1,0,0,1,0,0,0,0
27,10.613983371430686,8.0,4,9.923290179832307,11.011694892245036,0,0.5,0,8,1,0,0,0,1,0,0,0
32,10.614081646699795,9.0,2,9.210340371976184,9.63,0,0.25,0,7,1,0,0,0,0,0,0,0
31,10.614965689780798,16.0,1,8.764053269347762,8.49,0,0.16,0,6,1,0,0,0,0,0,0,0
33,10.714417768752456,1.0,2,8.476371196895983,10.59,0,0.11,0,8,0,0,1,1,0,0,0,0
29,10.615873475949103,4.0,4,8.987196820661973,14.91,0,0.2,1,8,1,0,0,0,0,0,1,0
27,10.616437360392252,6.0,2,8.987196820661973,12.69,0,0.2,0,6,1,0,0,0,0,0,0,0
30,10.714417768752456,0.0,2,8.476371196895983,10.37,0,0.11,0,6,0,0,1,0,0,1,0,0
28,10.616437360392252,12.0,1,8.809862805379057,6.99,0,0.16,0,8,1,0,0,0,1,0,0,0
27,10.616437360392252,4.0,2,8.699514748210191,11.49,0,0.15,0,10,1,0,0,0,1,0,0,0
33,10.616437360392252,4.789686296787225,1,9.615805480084347,7.51,0,0.37,0,5,1,0,0,1,0,0,0,0
29,10.616437360392252,11.0,3,8.070906088787819,14.22,0,0.08,1,10,1,0,0,0,0,0,0,0
28,10.616437360392252,4.789686296787225,1,8.517193191416238,6.76,0,0.12,0,10,1,0,0,1,0,0,0,0
29,10.616437360392252,0.0,1,7.600902459542082,7.74,0,0.05,0,8,1,0,0,0,0,0,0,0
30,10.799575577092764,1.0,3,8.476371196895983,13.79,0,0.1,1,9,0,0,1,0,1,0,0,0
27,10.803648902480399,4.0,3,8.476371196895983,14.65,0,0.1,0,7,0,0,1,1,0,0,0,0
34,10.819778284410283,8.0,2,8.476371196895983,11.011694892245036,0,0.1,0,10,0,0,1,0,1,0,0,0
28,10.819778284410283,1.0,2,8.476371196895983,10.37,0,0.1,0,10,0,0,1,0,0,0,1,0
30,10.839580911706463,14.0,2,8.476371196895983,12.69,0,0.09,0,10,0,0,1,0,0,1,0,0
29,10.463074768634808,8.0,4,8.740336742730447,15.95,1,0.18,1,9,1,0,0,1,0,0,0,0
31,10.896739325546411,1.0,3,8.476371196895983,12.99,0,0.09,1,10,0,0,1,0,0,1,0,0
30,10.896739325546411,2.0,3,8.476371196895983,13.23,0,0.09,0,8,0,0,1,0,0,0,0,1
30,10.915015734297125,2.0,1,8.476371196895983,6.03,0,0.09,0,8,0,0,1,0,0,1,0,0
28,10.799575577092764,6.0,4,8.476371196895983,15.99,1,0.1,0,5,0,0,1,1,0,0,0,0
30,10.933106969717286,7.0,3,8.476371196895983,13.92,0,0.09,1,9,0,0,1,0,0,0,0,0
29,10.933963745437268,4.0,1,8.476371196895983,6.39,0,0.09,0,6,0,0,1,0,0,0,1,0
28,10.957938945418467,2.0,2,8.476371196895983,11.99,0,0.08,0,6,0,0,1,0,0,0,0,0
27,11.002099841204238,3.0,3,8.476371196895983,13.35,0,0.08,1,9,0,0,1,0,0,0,1,0
30,11.018629143155449,4.0,3,8.476371196895983,14.79,0,0.08,0,10,0,0,1,0,0,1,0,0
28,10.933106969717286,5.0,5,8.476371196895983,16.45,1,0.09,0,7,0,0,1,1,0,0,0,0
34,10.950806546816688,7.0,3,8.476371196895983,11.011694892245036,1,0.08,1,10,0,0,1,1,0,0,0,0
31,10.968129321633084,4.0,4,8.476371196895983,15.58,1,0.08,1,9,0,0,1,0,0,0,1,0
29,10.621327345686446,6.0,2,8.517193191416238,11.99,0,0.12,0,5,0,1,0,0,0,1,0,0
29,11.078196311175537,13.0,2,8.476371196895983,11.011694892245036,0,0.07,0,6,0,0,1,0,1,0,0,0
33,10.621327345686446,6.0,1,9.104979856318357,11.011694892245036,0,0.22,0,9,1,0,0,0,0,1,0,0
29,10.98536051719994,0.0,2,8.476371196895983,11.49,1,0.08,0,7,0,0,1,1,0,0,0,0
33,11.097410021008562,5.0,3,8.476371196895983,13.57,0,0.07,0,7,0,0,1,0,0,0,0,0
28,11.10585907549509,4.0,2,8.476371196895983,10.36,0,0.07,0,5,0,0,1,0,0,0,1,0
27,10.46310334047155,3.0,5,8.699514748210191,16.69,1,0.17,0,8,1,0,0,0,0,1,0,0
29,10.621327345686446,7.0,1,8.699514748210191,5.79,0,0.15,0,8,1,0,0,0,0,0,0,1
27,11.127321805957619,2.0,2,8.476371196895983,12.21,0,0.07,0,5,0,0,1,0,0,1,0,0
29,11.141861783579396,13.0,2,8.476371196895983,11.11,0,0.07,0,10,0,0,1,0,0,1,0,0
30,10.621327345686446,1.0,3,9.210340371976184,12.73,0,0.24,1,10,1,0,0,0,0,0,0,0
34,11.251560700835821,0.0,1,8.476371196895983,7.14,0,0.06,0,7,0,0,1,0,0,0,0,1
35,11.289781913656018,5.0,1,8.476371196895983,7.49,0,0.06,0,9,0,0,1,1,0,0,0,0
34,11.481434797878858,1.0,1,8.476371196895983,5.42,0,0.05,0,10,0,0,1,1,0,0,0,0
27,10.621327345686446,3.0,1,9.210340371976184,8.59,0,0.24,0,8,1,0,0,0,0,0,1,0
28,11.678439903447801,7.0,1,8.476371196895983,8.9,0,0.04,0,6,0,0,1,1,0,0,0,0
30,11.695247021764184,0.0,1,8.476371196895983,7.4,0,0.04,0,8,0,0,1,0,0,0,0,0
29,12.611537753638338,5.0,2,8.476371196895983,10.99,0,0.02,0,6,0,0,1,0,0,0,1,0
32,10.621327345686446,2.0,4,8.987196820661973,15.05,0,0.2,0,9,1,0,0,0,0,0,1,0
35,10.621327345686446,0.0,2,8.987196820661973,10.83,0,0.2,0,6,1,0,0,1,0,0,0,0
32,11.067450532442367,3.0,2,8.491875383431948,10.74,0,0.08,0,9,0,0,1,0,0,0,0,0
30,10.621327345686446,14.0,2,9.798127036878302,9.01,0,0.44,0,7,1,0,0,0,0,0,0,0
28,10.058352263097044,8.0,1,8.496990484098719,7.88,0,0.21,0,6,0,0,1,0,0,1,0,0
31,10.621424901903293,5.0,1,8.294049640102028,11.011694892245036,0,0.1,0,5,1,0,0,1,0,0,0,0
34,10.621424901903293,5.0,3,9.680344001221918,11.78,0,0.39,0,5,1,0,0,0,0,0,0,0
27,11.472103470449973,3.0,1,9.210340371976184,7.88,0,0.1,0,10,0,0,1,0,0,0,0,0
33,10.464530892462736,15.0,1,8.987196820661973,8.32,1,0.23,0,6,1,0,0,0,0,1,0,0
31,10.62261919381804,1.0,1,9.392661928770137,11.011694892245036,0,0.29,0,7,1,0,0,0,0,0,1,0
29,11.477298287327077,13.0,2,9.210340371976184,8.88,0,0.1,0,8,0,0,1,0,0,0,1,0
33,10.626096443245693,0.0,3,8.101677747454572,12.99,0,0.08,0,7,0,1,0,0,0,0,0,1
27,11.492763573146275,8.0,1,9.210340371976184,6.54,0,0.1,0,10,0,0,1,0,0,0,0,0
35,10.627042689267455,7.0,1,8.006367567650246,7.14,0,0.07,0,9,0,1,0,0,0,1,0,0
28,11.385092093460344,3.0,2,9.210340371976184,10.65,1,0.11,0,9,0,0,1,0,0,0,1,0
31,11.512925464970229,2.0,1,9.210340371976184,8.49,0,0.1,0,5,0,0,1,0,0,0,0,1
32,11.512925464970229,0.0,2,9.210340371976184,9.99,0,0.1,0,8,0,0,1,1,0,0,0,0
31,11.512925464970229,5.0,1,9.210340371976184,11.011694892245036,0,0.1,0,8,0,0,1,0,0,0,0,1
28,11.512925464970229,1.0,1,9.210340371976184,7.51,0,0.1,0,7,0,0,1,0,1,0,0,0
32,10.631036159813405,4.789686296787225,1,9.259130536145614,6.62,0,0.25,0,9,0,1,0,0,0,0,1,0
29,11.512925464970229,4.0,1,9.210340371976184,9.63,0,0.1,0,9,0,0,1,0,0,0,0,1
30,11.532728092266408,3.0,1,9.210340371976184,6.03,0,0.1,0,8,0,0,1,0,0,0,0,0
32,10.632580859869542,16.0,1,8.160518247477505,8.32,0,0.08,0,9,1,0,0,1,0,0,0,0
34,10.477175293058746,15.0,3,7.937374696163295,14.17,1,0.08,1,7,1,0,0,0,1,0,0,0
32,11.245046019814627,12.0,4,9.210340371976184,13.24,1,0.11,1,9,0,0,1,0,0,1,0,0
27,10.63344870621879,11.0,1,8.411832675758411,7.49,0,0.11,0,5,0,1,0,0,0,0,0,1
27,11.542484267211773,9.0,1,9.210340371976184,8.59,0,0.1,0,10,0,0,1,0,0,0,0,0
28,11.544821339953792,2.0,2,9.210340371976184,9.88,0,0.1,0,8,0,0,1,1,0,0,0,0
30,11.589886506106357,2.0,2,9.210340371976184,10.65,0,0.09,0,5,0,0,1,0,0,0,1,0
31,11.608235644774552,4.0,4,9.210340371976184,15.99,0,0.09,1,9,0,0,1,0,0,0,0,0
34,11.608235644774552,0.0,1,9.210340371976184,7.66,0,0.09,0,9,0,0,1,1,0,0,0,0
32,10.635855446249355,2.0,2,9.487972108574462,11.71,0,0.32,0,7,1,0,0,0,0,0,0,1
28,11.608235644774552,2.0,3,9.210340371976184,13.22,0,0.09,0,5,0,0,1,0,0,0,0,0
33,11.608235644774552,3.0,3,9.210340371976184,13.57,0,0.09,1,10,0,0,1,1,0,0,0,0
33,11.608235644774552,0.0,1,9.210340371976184,9.32,0,0.09,0,6,0,0,1,0,0,0,0,1
34,10.635855446249355,16.0,1,9.769956159911606,6.17,0,0.42,0,6,1,0,0,1,0,0,0,0
30,10.635855446249355,2.0,1,8.411832675758411,6.76,0,0.11,0,9,1,0,0,0,1,0,0,0
28,10.635855446249355,0.0,2,9.472704636443673,11.58,0,0.31,0,9,0,1,0,0,0,0,0,1
30,10.635951595473024,7.0,2,9.615805480084347,10.0,0,0.36,0,9,1,0,0,0,0,0,0,1
28,10.638256407786892,7.0,2,8.955448122347393,12.21,0,0.19,0,9,1,0,0,0,0,0,0,1
27,11.669929213779893,2.0,1,9.210340371976184,8.0,0,0.09,0,10,0,0,1,0,1,0,0,0
30,11.678439903447801,5.0,1,9.210340371976184,7.14,0,0.08,0,7,0,0,1,0,0,0,0,0
33,10.643422894594833,2.0,2,8.85366542803745,10.36,0,0.17,0,8,1,0,0,0,0,0,0,1
34,10.644924772223822,14.0,3,9.005773206234908,15.23,0,0.19,0,10,1,0,0,0,1,0,0,0
30,11.695247021764184,3.0,5,9.210340371976184,17.04,0,0.08,0,5,0,0,1,0,0,0,0,0
28,11.736069016284437,5.0,2,9.210340371976184,9.99,0,0.08,0,9,0,0,1,0,1,0,0,0
30,11.736069016284437,3.0,2,9.210340371976184,10.74,0,0.08,0,6,0,0,1,0,0,0,0,0
28,10.645424897265505,5.0,2,8.589513852995864,10.65,0,0.13,0,7,1,0,0,0,0,0,0,0
27,11.736069016284437,5.0,2,9.210340371976184,10.62,0,0.08,0,6,0,0,1,0,0,0,0,1
35,11.744037185933616,19.0,4,9.210340371976184,16.29,0,0.08,0,5,0,0,1,0,1,0,0,0
27,11.77528972943772,3.0,2,9.210340371976184,11.49,0,0.08,0,10,0,0,1,0,0,1,0,0
27,11.77528972943772,6.0,1,9.210340371976184,7.74,0,0.08,0,5,0,0,1,0,1,0,0,0
29,11.77528972943772,1.0,3,9.210340371976184,14.26,0,0.08,0,5,0,0,1,0,1,0,0,0
27,11.77528972943772,2.0,3,9.210340371976184,13.47,0,0.08,1,6,0,0,1,0,0,0,0,1
28,10.645424897265505,4.0,3,8.987196820661973,15.96,0,0.19,0,7,0,1,0,0,0,0,1,0
31,11.700234563275222,5.0,3,9.210340371976184,13.49,1,0.08,0,5,0,0,1,0,0,0,0,1
29,11.820410164718188,0.0,1,9.210340371976184,7.14,0,0.07,0,6,0,0,1,1,0,0,0,0
32,11.759785542901755,11.0,3,9.210340371976184,13.85,1,0.08,1,5,0,0,1,0,0,0,0,1
32,11.85580569788677,1.0,3,9.210340371976184,14.79,0,0.07,1,9,0,0,1,0,0,0,1,0
33,10.645424897265505,3.0,1,9.472704636443673,7.9,0,0.31,0,6,1,0,0,1,0,0,0,0
28,11.877568578558138,12.0,2,9.210340371976184,9.99,0,0.07,0,5,0,0,1,0,0,0,1,0
30,11.904967552746252,8.0,4,9.210340371976184,13.55,0,0.07,0,9,0,0,1,0,0,0,1,0
27,11.982929094215963,3.0,5,9.210340371976184,16.32,0,0.06,1,9,0,0,1,0,1,0,0,0
34,10.645424897265505,1.0,3,9.210340371976184,14.65,0,0.24,0,6,1,0,0,1,0,0,0,0
27,10.491274217438248,8.0,1,9.433483923290392,6.03,1,0.35,0,7,1,0,0,0,0,0,0,0
27,10.645424897265505,4.0,3,9.210340371976184,14.65,0,0.24,0,7,0,1,0,0,1,0,0,0
27,12.524526376648708,7.0,4,9.210340371976184,14.91,0,0.04,1,10,0,0,1,0,0,0,0,0
30,10.645424897265505,7.0,1,7.090076835776092,6.62,0,0.03,0,8,0,1,0,0,1,0,0,0
32,10.142661920922865,16.0,3,9.205327830152639,12.68,1,0.39,1,7,0,0,1,0,1,0,0,0
32,10.134599273499514,9.0,1,8.496990484098719,6.17,0,0.19,0,6,0,0,1,0,0,1,0,0
28,10.645424897265505,12.0,1,8.895629627136483,11.011694892245036,0,0.17,0,9,1,0,0,0,0,0,0,1
27,10.308952660644293,11.0,2,8.496990484098719,11.71,0,0.16,0,5,0,0,1,0,0,1,0,0
31,10.085809109330082,0.0,1,9.202812105555392,6.62,1,0.41,0,6,0,0,1,1,0,0,0,0
33,10.645424897265505,4.789686296787225,2,8.517193191416238,10.59,0,0.12,0,6,0,1,0,0,0,0,0,1
30,11.44571671527678,3.0,3,9.202812105555392,12.09,0,0.11,1,7,0,0,1,0,1,0,0,0
28,10.571316925111784,3.0,2,9.20029003612268,10.95,0,0.25,0,6,0,0,1,0,0,0,0,1
31,10.628690415536205,4.0,2,9.20029003612268,11.89,0,0.24,0,10,0,0,1,0,0,0,1,0
27,10.819778284410283,1.0,3,9.20029003612268,14.35,0,0.2,0,5,0,0,1,0,0,0,1,0
32,11.156250521031495,2.0,1,9.195226734166134,7.75,0,0.14,0,9,0,0,1,0,0,0,1,0
32,10.126631103850338,4.789686296787225,3,9.190137664658664,12.23,1,0.39,1,8,0,0,1,0,0,0,0,0
30,10.555812738575819,2.0,2,9.190137664658664,11.48,0,0.26,0,5,0,0,1,0,0,0,1,0
27,10.778956289890028,7.0,1,9.190137664658664,8.59,0,0.2,0,5,0,0,1,0,1,0,0,0
31,10.645424897265505,3.0,1,9.104979856318357,6.99,0,0.21,0,8,1,0,0,0,0,1,0,0
30,10.645424897265505,4.789686296787225,3,8.294049640102028,15.23,0,0.1,1,9,0,1,0,0,0,0,1,0
35,10.491274217438248,4.0,2,9.680344001221918,10.99,1,0.44,0,8,1,0,0,0,1,0,0,0
28,10.645424897265505,5.0,1,8.699514748210191,5.42,0,0.14,0,9,1,0,0,0,0,0,0,0
27,10.645424897265505,11.0,1,8.160518247477505,8.49,0,0.08,0,9,1,0,0,0,0,0,1,0
31,9.94270826568941,3.0,4,9.185022563991893,17.19,1,0.47,1,6,0,0,1,0,0,1,0,0
28,9.980448593672257,4.0,4,9.185022563991893,11.011694892245036,1,0.45,0,10,0,0,1,0,0,0,0,1
28,10.38591370178042,3.0,4,8.496990484098719,14.12,1,0.15,0,7,0,0,1,0,0,1,0,0
27,10.668955394675699,8.0,2,8.496990484098719,9.91,0,0.11,0,5,0,0,1,0,0,0,0,1
33,10.545341438708522,10.0,3,8.496990484098719,10.28,1,0.13,1,6,0,0,1,0,1,0,0,0
29,11.06663836234181,13.0,3,8.496990484098719,11.011694892245036,0,0.08,1,10,0,0,1,0,0,0,1,0
28,10.647803019670473,0.0,2,8.502079553606189,11.49,0,0.12,0,7,0,0,1,0,0,0,1,0
27,10.308952660644293,5.0,2,8.512180649592693,10.37,0,0.17,0,10,0,0,1,0,0,0,1,0
30,10.645424897265505,8.0,3,8.987196820661973,12.99,0,0.19,0,9,0,1,0,0,0,1,0,0
33,10.645424897265505,2.0,1,9.110520036693972,7.49,0,0.22,0,7,1,0,0,0,0,0,1,0
29,10.237062739615967,4.789686296787225,2,8.517193191416238,11.011694892245036,0,0.18,0,10,0,0,1,0,0,0,0,1
29,10.239959789157341,2.0,4,8.517193191416238,16.07,1,0.18,0,8,0,0,1,0,0,1,0,0
29,10.24494733066838,0.0,1,8.517193191416238,7.29,0,0.18,0,9,0,0,1,0,0,1,0,0
34,10.645424897265505,18.0,1,7.600902459542082,5.79,0,0.05,0,8,1,0,0,0,0,0,0,0
28,10.268130666124037,2.0,2,8.517193191416238,10.65,0,0.17,0,9,0,0,1,0,0,0,0,1
32,10.268130666124037,16.0,2,8.517193191416238,10.59,0,0.17,0,9,0,0,1,0,0,1,0,0
31,10.268130666124037,1.0,2,8.517193191416238,9.25,0,0.17,0,7,0,0,1,0,0,0,0,1
27,10.268130666124037,6.0,4,8.517193191416238,14.96,0,0.17,1,5,0,0,1,0,1,0,0,0
27,10.273947051445477,1.0,3,8.517193191416238,13.16,0,0.17,1,5,0,0,1,0,0,0,1,0
29,10.275051108968611,3.0,3,8.517193191416238,15.23,0,0.17,1,7,0,0,1,0,0,0,0,1
32,10.645424897265505,16.0,1,9.247154345098899,5.42,0,0.25,0,7,1,0,0,1,0,0,0,0
32,10.645424897265505,4.789686296787225,1,7.110696122978827,5.79,0,0.03,0,10,1,0,0,0,0,0,1,0
34,10.280278800059685,4.789686296787225,2,8.517193191416238,10.36,0,0.17,0,7,0,0,1,0,0,0,0,1
28,10.645424897265505,6.0,2,8.517193191416238,10.37,0,0.12,0,5,1,0,0,0,1,0,0,0
33,10.645424897265505,5.0,1,9.104979856318357,5.79,0,0.21,0,5,1,0,0,0,1,0,0,0
34,10.645424897265505,7.0,2,8.922658299524402,11.11,0,0.18,0,7,1,0,0,0,0,1,0,0
31,10.308952660644293,4.0,2,8.517193191416238,9.91,1,0.17,0,5,0,0,1,0,0,0,0,0
29,10.308952660644293,3.0,2,8.517193191416238,11.49,0,0.17,0,9,0,0,1,0,0,1,0,0
27,10.308952660644293,0.0,3,8.517193191416238,13.72,0,0.17,0,8,0,0,1,0,0,1,0,0
28,10.308952660644293,1.0,1,8.517193191416238,6.17,0,0.17,0,6,0,0,1,0,0,0,1,0
28,10.308952660644293,3.0,2,8.517193191416238,9.88,0,0.17,0,8,0,0,1,0,0,1,0,0
33,10.308952660644293,0.0,1,8.517193191416238,7.74,0,0.17,0,8,0,0,1,0,0,1,0,0
29,10.491274217438248,6.0,1,8.987196820661973,6.54,1,0.22,0,8,1,0,0,0,0,0,1,0
28,10.645424897265505,0.0,2,9.392661928770137,9.62,0,0.29,0,7,1,0,0,1,0,0,0,0
29,10.308952660644293,3.0,1,8.517193191416238,9.32,0,0.17,0,5,0,0,1,0,0,0,0,1
30,10.31692083029347,1.0,3,8.517193191416238,14.72,0,0.17,1,10,0,0,1,0,1,0,0,0
29,10.33514009039794,13.0,4,8.517193191416238,14.96,0,0.16,1,8,0,0,1,0,0,1,0,0
32,10.340451327703663,5.0,2,8.517193191416238,11.49,0,0.16,0,10,0,0,1,0,0,0,0,1
30,10.341742483467284,1.0,2,8.517193191416238,9.91,0,0.16,0,10,0,0,1,0,0,0,0,1
35,10.341742483467284,0.0,3,8.517193191416238,14.35,0,0.16,0,7,0,0,1,0,0,0,0,1
29,10.344963098167325,2.0,2,8.517193191416238,9.63,0,0.16,0,8,0,0,1,1,0,0,0,0
34,10.645424897265505,1.0,1,10.032320424379096,6.91,0,0.54,0,10,0,1,0,0,0,0,0,1
31,10.645424897265505,0.0,2,8.881836305004146,9.99,0,0.17,0,8,0,1,0,0,0,0,0,0
35,10.36018428646371,6.0,2,8.517193191416238,9.99,0,0.16,0,9,0,0,1,0,0,1,0,0
28,10.645424897265505,12.0,1,9.305650551780507,5.42,0,0.26,0,7,1,0,0,0,0,0,0,1
28,10.373491181781864,5.0,1,8.517193191416238,6.99,0,0.16,0,7,0,0,1,0,0,1,0,0
27,10.645424897265505,0.0,3,8.987196820661973,13.61,0,0.19,1,9,1,0,0,0,0,0,1,0
29,10.38591370178042,4.789686296787225,1,8.517193191416238,8.9,0,0.15,0,8,0,0,1,0,0,1,0,0
27,10.38591370178042,7.0,3,8.517193191416238,11.011694892245036,0,0.15,0,6,0,0,1,0,0,1,0,0
29,10.645424897265505,13.0,1,7.824046010856292,6.76,0,0.06,0,5,0,1,0,0,0,1,0,0
32,10.388872283820167,4.0,4,8.517193191416238,11.011694892245036,0,0.15,0,6,0,0,1,0,1,0,0,0
33,10.645424897265505,12.0,1,8.764053269347762,7.88,0,0.15,0,10,1,0,0,0,0,0,0,1
27,10.396963537967006,4.0,4,8.517193191416238,15.21,0,0.15,1,9,0,0,1,0,0,0,1,0
28,10.645424897265505,4.0,2,9.210340371976184,10.75,0,0.24,0,9,1,0,0,0,0,0,1,0
29,10.404262840448617,6.0,1,8.517193191416238,8.9,0,0.15,0,7,0,0,1,0,0,1,0,0
27,10.404262840448617,9.0,2,8.517193191416238,10.0,0,0.15,0,10,0,0,1,0,0,0,1,0
27,10.645424897265505,3.0,2,9.047821442478408,10.38,0,0.2,0,7,0,1,0,0,0,0,1,0
27,10.404262840448617,4.0,3,8.517193191416238,14.22,0,0.15,1,10,0,0,1,0,1,0,0,0
29,10.645424897265505,5.0,3,7.824046010856292,13.98,0,0.06,0,8,1,0,0,0,0,1,0,0
28,10.422281345951296,12.0,1,8.517193191416238,5.42,0,0.15,0,8,0,0,1,0,0,0,0,1
27,10.645424897265505,0.0,1,8.34283980427146,6.76,0,0.1,0,7,1,0,0,0,0,0,0,0
29,10.422281345951296,0.0,3,8.517193191416238,13.92,0,0.15,1,10,0,0,1,1,0,0,0,0
27,10.422281345951296,8.0,3,8.517193191416238,12.87,0,0.15,1,6,0,0,1,0,0,1,0,0
29,10.645424897265505,8.0,3,8.961879012677683,13.11,0,0.19,0,9,1,0,0,0,0,0,1,0
30,10.645424897265505,13.0,4,8.006367567650246,15.33,0,0.07,1,9,1,0,0,0,1,0,0,0
31,10.4341158035983,3.0,1,8.517193191416238,5.42,0,0.15,0,7,0,0,1,1,0,0,0,0
27,10.438576428437798,5.0,3,8.517193191416238,13.79,0,0.15,0,10,0,0,1,0,0,1,0,0
28,10.645424897265505,13.0,4,9.047821442478408,14.96,0,0.2,0,10,1,0,0,0,0,0,1,0
35,10.459324782131466,14.0,5,8.517193191416238,6.0,1,0.14,0,6,0,0,1,0,0,1,0,0
31,10.46310334047155,3.0,2,8.517193191416238,10.65,0,0.14,0,5,0,0,1,0,0,0,0,1
28,10.275051108968611,1.0,3,8.517193191416238,15.96,1,0.17,1,7,0,0,1,0,0,0,1,0
33,10.46310334047155,0.0,1,8.517193191416238,8.9,0,0.14,0,5,0,0,1,0,0,0,1,0
27,10.46310334047155,9.0,2,8.517193191416238,11.49,0,0.14,0,8,0,0,1,1,0,0,0,0
29,10.46310334047155,1.0,1,8.517193191416238,11.011694892245036,0,0.14,0,9,0,0,1,0,0,1,0,0
27,10.463217619655723,7.0,2,8.517193191416238,10.75,0,0.14,0,8,0,0,1,0,0,1,0,0
32,10.645424897265505,0.0,2,9.249561085129464,11.14,0,0.25,0,9,0,1,0,0,0,0,1,0
27,10.491274217438248,9.0,5,9.629050706834368,16.35,1,0.42,1,6,1,0,0,1,0,0,0,0
35,10.491274217438248,4.789686296787225,2,8.517193191416238,9.91,0,0.14,0,5,0,0,1,0,0,1,0,0
35,10.491274217438248,3.0,1,8.517193191416238,7.51,0,0.14,0,5,0,0,1,1,0,0,0,0
32,10.645424897265505,3.0,1,9.104979856318357,7.74,0,0.21,0,8,1,0,0,0,0,0,0,1
29,10.645424897265505,9.0,1,7.824046010856292,7.74,0,0.06,0,7,1,0,0,0,0,0,0,0
27,10.308952660644293,2.0,5,8.517193191416238,17.99,1,0.17,1,10,0,0,1,1,0,0,0,0
29,10.645424897265505,9.0,2,9.047821442478408,10.95,0,0.2,0,6,1,0,0,0,1,0,0,0
27,10.491274217438248,5.0,2,8.517193191416238,9.63,0,0.14,0,8,0,0,1,0,1,0,0,0
28,10.645424897265505,1.0,3,9.615805480084347,13.47,0,0.36,0,9,0,1,0,0,0,0,0,1
31,10.491274217438248,2.0,2,8.517193191416238,10.36,0,0.14,0,9,0,0,1,0,0,1,0,0
30,10.491274217438248,2.0,2,8.517193191416238,10.75,0,0.14,0,5,0,0,1,0,0,0,0,1
32,10.491274217438248,2.0,2,8.517193191416238,11.83,0,0.14,0,10,0,0,1,0,0,0,0,1
29,10.491274217438248,0.0,3,8.517193191416238,11.011694892245036,0,0.14,1,5,0,0,1,0,0,1,0,0
27,10.645424897265505,2.0,3,9.903487552536127,12.84,0,0.48,1,7,1,0,0,0,0,0,0,1
28,10.645424897265505,2.0,3,8.699514748210191,12.84,0,0.14,0,9,0,1,0,0,0,1,0,0
30,10.516860739315725,2.0,3,8.517193191416238,11.91,0,0.14,1,6,0,0,1,0,0,0,1,0
32,10.645424897265505,15.0,2,7.495541943884256,10.2,0,0.04,0,9,0,1,0,0,0,1,0,0
29,10.645424897265505,0.0,1,8.922658299524402,11.011694892245036,0,0.18,0,9,1,0,0,0,0,0,0,1
32,10.51867319162636,0.0,2,8.517193191416238,11.49,0,0.14,0,7,0,0,1,0,0,0,0,1
32,10.51867319162636,3.0,2,8.517193191416238,9.62,0,0.14,0,7,0,0,1,0,1,0,0,0
27,10.491274217438248,0.0,1,8.82834762005316,8.32,1,0.19,0,9,1,0,0,0,1,0,0,0
32,10.526748605631907,2.0,2,8.517193191416238,12.53,0,0.13,0,9,0,0,1,0,0,0,0,1
32,10.532096211958502,6.0,1,8.517193191416238,6.03,0,0.13,0,9,0,0,1,0,0,1,0,0
27,10.358155438089856,11.0,1,8.517193191416238,6.62,1,0.16,0,7,0,0,1,0,0,0,0,0
28,10.491274217438248,5.0,5,9.645364282325891,11.011694892245036,1,0.43,0,8,1,0,0,0,0,1,0,0
32,10.545130890228958,3.0,5,8.517193191416238,16.35,0,0.13,0,5,0,0,1,0,0,0,0,1
32,10.373491181781864,6.0,4,8.517193191416238,18.25,1,0.16,1,7,0,0,1,1,0,0,0,0
27,10.493549405012748,5.0,1,8.517193191416238,6.62,1,0.14,0,9,1,0,0,0,1,0,0,0
29,10.373491181781864,1.0,4,8.517193191416238,14.84,1,0.16,0,8,0,0,1,0,0,0,1,0
29,10.647993025371216,0.0,1,7.824046010856292,8.0,0,0.06,0,5,0,1,0,0,1,0,0,0
29,10.545341438708522,0.0,2,8.517193191416238,11.36,0,0.13,0,5,0,0,1,0,0,1,0,0
27,10.649274620420252,11.0,1,7.783224016336037,7.74,0,0.06,0,8,0,0,0,0,0,0,0,1
28,10.650175500024103,5.0,2,9.487972108574462,11.48,0,0.31,0,8,1,0,0,0,0,0,0,1
29,10.373491181781864,1.0,4,8.517193191416238,11.011694892245036,1,0.16,0,10,0,0,1,0,0,0,0,0
27,10.545446696326641,8.0,1,8.517193191416238,9.63,0,0.13,0,10,0,0,1,0,0,1,0,0
